あなたが出品者・ショップをフォローする理由や、フォローした出品者・ショップを確認する目的について、できるだけ詳しくお書きください。（任意回答）,あなたは、ビデオ通話に参加するために必要なWebカメラやマイクをお持ちですか。※ パソコンに内蔵されているものも含みます,Buyer segment,あなたの職業として当てはまるものを一つだけお選びください。※職業が複数ある方は、主な収入源となっている職業をお選びください,お客さまインタビューへの参加が可能な日時をできるだけ選択してください。※インタビューへのご参加をお願いする場合、こちらの回答を参考にスケジュールを調整させていただきます,Follow segment,メルカリで検索条件を保存する機能やフォロー機能について、あなたのお買い物における重要度として最も当てはまるものをそれぞれお選びください。,YouTubeの登録チャンネルタブ（自分がフォローしているチャンネルの新着一覧などが表示されている画面）を見る頻度として最も当てはまるものを一つお選びください。,あなたが「いいね！」タブ（※）を見る頻度として、最も当てはまるものを一つお選びください。※「いいね！」タブとは、メルカリアプリ左下の「いいね！」ボタンをタップした時に出てくる画面（画像参照）のことを指します。,メルカリで検索条件を保存する機能やフォロー機能について、あなたのお買い物における利用状況として最も当てはまるものをそれぞれお選びください。,今までに、フォローしている出品者からフォロー後に商品を購入したことは何回ありますか。最も当てはまるものを一つお選びください。,あなたの年代をお選びください。,あなたの性別をお選びください。,あなたがお住まいの都道府県をお選びください。,インタビューの中で、途中あなたのスマートフォンからメルカリアプリの画面と操作のご様子を画面共有いただきながらお話を伺うことは可能ですか。,フォロー機能を前問で回答した目的で利用する頻度として、当てはまるものをそれぞれ一つお選びください。,この度の調査では後日、「Google Meet」を利用し、ビデオ通話にてインタビューをさせていただく可能性があります。あなたは、ビデオ通話でのインタビューにご参加いただくことは可能ですか？,respondent_id,上記以外の日程のインタビュー実施時に、日程調整のご連絡をしてよろしいですか？
その他,持っている,4.Buyer Light,会社員（正社員）,,2.Follow Heavy (35-79),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている出品者から購入したのは、これまでに1回だけである,30代,男性,東京都,はい,,はい,119075498321.0,はい
その他,持っている,2.Buyer Heavy,パート・アルバイト,,2.Follow Heavy (35-79),ある程度重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から合計5回以上購入している,60代,女性,その他,はい,非常によくある,はい,119075488534.0,いいえ
,持っている,2.Buyer Heavy,会社員（正社員）,,3.Follow Middle (18-34),どちらでもない,1日に1回以上見る,"2,3日に1回くらい見る",現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,30代,女性,東京都,はい,ときどきある,はい,119075493105.0,はい
,持っていない,3.Buyer Middle,会社員（正社員）,,4.Follow Light (1-17),ある程度重要である,,1日に1回以上見る,現在利用している,フォローしている出品者から購入経験が複数回あるが、同じ人から2回以上購入したことはない,20代,男性,東京都,はい,,はい,119075499672.0,はい
その他,持っている,2.Buyer Heavy,専業主婦・主夫,,2.Follow Heavy (35-79),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から合計5回以上購入している,50代,女性,その他,はい,非常によくある,はい,119075488008.0,はい
その他,持っている,3.Buyer Middle,専業主婦・主夫,10:00-11:00,2.Follow Heavy (35-79),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,30代,女性,千葉県,はい,ときどきある,はい,119075497498.0,はい
その他,持っている,3.Buyer Middle,自営業・フリーランス,,1.Follow Super Heavy (80+),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,40代,男性,神奈川県,はい,非常によくある,はい,119075477446.0,はい
その他,持っている,3.Buyer Middle,会社員（正社員）,,2.Follow Heavy (35-79),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から合計5回以上購入している,30代,男性,神奈川県,はい,,はい,119075484172.0,はい
その他,持っていない,3.Buyer Middle,パート・アルバイト,,4.Follow Light (1-17),ある程度重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から合計5回以上購入している,50代,女性,東京都,はい,たまにある,はい,119075492652.0,はい
その他,持っている,4.Buyer Light,会社員（正社員）,10:00-11:00,4.Follow Light (1-17),ある程度重要である,1日に1回以上見る,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,30代,女性,神奈川県,はい,,はい,119075496367.0,はい
,持っている,1.Buyer Super heavy,専業主婦・主夫,,2.Follow Heavy (35-79),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,50代,女性,東京都,はい,非常によくある,はい,119075486313.0,はい
その他,持っている,3.Buyer Middle,会社員（正社員）,10:00-11:00,4.Follow Light (1-17),非常に重要である,,1週間に1回くらい見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,30代,女性,千葉県,はい,,はい,119075494856.0,はい
,持っている,1.Buyer Super heavy,会社員（正社員）,10:00-11:00,3.Follow Middle (18-34),ある程度重要である,,1日に1回以上見る,現在利用している,フォローしている出品者から商品を購入したことはない,20代,男性,その他,はい,,はい,119075497631.0,はい
その他,持っていない,3.Buyer Middle,パート・アルバイト,,2.Follow Heavy (35-79),ある程度重要である,1日に1回以上見る,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,50代,女性,愛知県,いいえ,ときどきある,はい,119075485923.0,はい
,持っている,4.Buyer Light,会社員（正社員）,,3.Follow Middle (18-34),,,1日に1回以上見る,過去に利用していたが現在は使っていない,,30代,男性,その他,はい,,はい,119075499937.0,はい
,持っている,3.Buyer Middle,会社員（正社員）,10:00-11:00,1.Follow Super Heavy (80+),非常に重要である,,"2,3日に1回くらい見る",過去に利用していたが現在は使っていない,フォローしている同じ出品者から合計5回以上購入している,30代,女性,その他,はい,非常によくある,はい,119075496366.0,はい
その他,持っている,2.Buyer Heavy,自営業・フリーランス,10:00-11:00,3.Follow Middle (18-34),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている出品者から商品を購入したことはない,30代,男性,その他,はい,,はい,119075485697.0,はい
その他,持っている,3.Buyer Middle,パート・アルバイト,,4.Follow Light (1-17),ある程度重要である,,"2,3日に1回くらい見る",現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,50代,女性,その他,はい,,はい,119075489081.0,はい
,持っている,4.Buyer Light,会社員（正社員）,,4.Follow Light (1-17),ある程度重要である,,"2,3日に1回くらい見る",現在利用している,フォローしている出品者から購入経験が複数回あるが、同じ人から2回以上購入したことはない,30代,男性,その他,はい,,はい,119075479453.0,はい
,持っている,1.Buyer Super heavy,会社員（正社員）,,1.Follow Super Heavy (80+),非常に重要である,,1日に1回以上見る,現在利用している,,40代,男性,東京都,はい,,はい,119075495463.0,はい
その他,持っている,1.Buyer Super heavy,会社員（正社員）,,3.Follow Middle (18-34),その他,,1日に1回以上見る,その他,フォローしている同じ出品者から、これまでに合計2〜4回購入している,30代,女性,東京都,はい,,はい,119075492592.0,はい
その他,持っている,2.Buyer Heavy,会社員（正社員）,,3.Follow Middle (18-34),ある程度重要である,その他,1日に1回以上見る,現在利用している,フォローしている出品者から商品を購入したことはない,40代,男性,大阪府,いいえ,その他,はい,119075476245.0,はい
その他,持っている,2.Buyer Heavy,パート・アルバイト,,1.Follow Super Heavy (80+),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,20代,女性,大阪府,はい,,はい,119075489403.0,はい
,持っている,2.Buyer Heavy,専業主婦・主夫,10:00-11:00,2.Follow Heavy (35-79),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,40代,女性,その他,はい,,はい,119075491900.0,はい
その他,持っている,1.Buyer Super heavy,その他,,3.Follow Middle (18-34),非常に重要である,1日に1回以上見る,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,20代,男性,その他,はい,たまにある,はい,119075489560.0,はい
,持っている,2.Buyer Heavy,その他,10:00-11:00,1.Follow Super Heavy (80+),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,20代,男性,その他,はい,非常によくある,はい,119075493194.0,はい
その他,持っている,2.Buyer Heavy,学生（大学生・大学院生・専門学生）,,2.Follow Heavy (35-79),ある程度重要である,1日に1回以上見る,1日に1回以上見る,現在利用している,フォローしている同じ出品者から、これまでに合計2〜4回購入している,その他,男性,愛知県,はい,ときどきある,はい,119075484283.0,はい
その他,持っている,1.Buyer Super heavy,会社員（正社員）,,3.Follow Middle (18-34),非常に重要である,,1週間に1回くらい見る,現在利用している,フォローしている出品者から購入経験が複数回あるが、同じ人から2回以上購入したことはない,30代,女性,神奈川県,はい,,はい,119075488606.0,はい
,,1.Buyer Super heavy,パート・アルバイト,,1.Follow Super Heavy (80+),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている出品者から購入経験が複数回あるが、同じ人から2回以上購入したことはない,20代,女性,東京都,,,いいえ,119075485862.0,
,持っている,3.Buyer Middle,学生（大学生・大学院生・専門学生）,,4.Follow Light (1-17),非常に重要である,,1日に1回以上見る,現在利用している,フォローしている出品者から購入したのは、これまでに1回だけである,20代,女性,神奈川県,はい,,はい,119075487170.0,はい
,持っている,3.Buyer Middle,会社員（正社員）,,3.Follow Middle (18-34),,,"2,3日に1回くらい見る",その他,,50代,男性,その他,はい,,はい,119075489772.0,はい
